price,title,net_m2,room_count,total_floor,floor,heating,property_type,brut_m2,age,due_monthly,in_site,balcony_count,living_room_m2
6.000TL,samsun atakum lozan caddesi̇nde ki̇ralik 3+1 dai̇re,115 M2,3+1,3,2.Kat,Kombi Doğalgaz,Boş,125 M2,21 Ve Üzeri,,Hayır,,
15.000TL,doğan emlak group’tan yali mah eşyali ki̇ralik dai̇re 1+1,70 M2,1+1,5,3.Kat,Doğalgaz Sobalı,Eşyalı,85 M2,0 (Yeni),,Hayır,1,
10.000TL,bersu'dan cadde üzeri̇nde ki̇ralik lüks dai̇re,160 M2,3+1,3,2.Kat,Yerden Isıtma,Boş,170 M2,0 (Yeni),,Hayır,,
8.500TL,bersu'dan cadde üzeri̇nde ki̇ralik lüks dai̇re,160 M2,3+1,3,2.Kat,Yerden Isıtma,Boş,170 M2,0 (Yeni),,Hayır,,
10.000TL,*yayla gyd'den 56 larda eşyali kiralik 2+1 daire,80 M2,2+1,7,1.Kat,Kombi Doğalgaz,Eşyalı,90 M2,21 Ve Üzeri,,Hayır,,
15.000TL,samsun körfez mah. zambak cad. full eşyalı 1+1 daire,50 M2,1+1,5,5.Kat,Kombi Doğalgaz,Eşyalı,60 M2,2,,Hayır,,
7.500TL,türkiş cağaloğluna 50m uzaklıkta 2+1 kiralık daire,75 M2,2+1,4,Yüksek Giriş,Kombi Doğalgaz,Boş,80 M2,5-10,,Hayır,,
10.000TL,atakum yeni̇ mah. atalar rezi̇dans 2+0 full eşyali ki̇ralik dai̇re,80 M2,2+0,11,9.Kat,Merkezi (Pay Ölçer),Eşyalı,90 M2,5-10,,Evet,,
9.000TLarrow_downward%10,"alan emlak; 19 mayıs bulv. üzerinde, sıfır kiralık 1+1 daire",50 M2,1+1,7,2.Kat,Kombi Doğalgaz,Boş,55 M2,0 (Yeni),,Hayır,,
13.000TL,evi̇m-nur'dan kadi̇fekale mh. 2+1 7 yillik ki̇ralik dai̇re,82 M2,2+1,8,Düz Giriş (Zemin),Kombi Doğalgaz,Boş,95 M2,5-10,,Hayır,,
20.000TL,samsun atakum atakent ki̇ralik eşyali dai̇re,90 M2,2+1,4,Yüksek Giriş,Kombi Doğalgaz,Eşyalı,110 M2,11-15,,Hayır,,
7.500TL,yenidoğan mahallesinde 2+1 sıfır kiralık daire,80 M2,2+1,5,5.Kat,Kombi Doğalgaz,Boş,90 M2,0 (Yeni),,Hayır,,
11.000TL,samsun emlak ara'dan kazim karabeki̇r mah. ki̇ralik eşyali dai̇re,125 M2,3+1,9,5.Kat,Yerden Isıtma,Eşyalı,150 M2,5-10,,Hayır,,
10.000TL,körfezde mahallesi̇nde 1+1 eşyali ki̇ralik dai̇re,55 M2,1+1,5,5.Kat,Kombi Doğalgaz,Eşyalı,60 M2,0 (Yeni),,Hayır,,
12.500TL,referansa gyo 2+1 ki̇ralik ultra lüx daire,85 M2,2+1,4,1.Kat,Yerden Isıtma,Boş,105 M2,0 (Yeni),,Hayır,,
6.750TL,samsun ilkadım kiralık daire asansörlü 6.kat 3+1,130 M2,3+1,8,6.Kat,Kombi Doğalgaz,,135 M2,11-15,,Evet,,
7.000TL,_karan_deni̇z manzarali tramvay'ın altinda eşyali ki̇ralik 1+1dai̇r,45 M2,1+1,6,6.Kat,Kombi Doğalgaz,Eşyalı,50 M2,5-10,,Hayır,,
13.000TL,atakum körfez de ki̇ralik 1+1 dai̇re,55 M2,1+1,5,4.Kat,Kombi Doğalgaz,Boş,60 M2,1,,Hayır,,
11.500TL,ki̇ralik dai̇re doğalgazli orta mah. sofuoğlu sok. yapi kredi̇ bankasi yan ustub,130 M2,3+1,5,4.Kat,Kombi Doğalgaz,Boş,140 M2,16-20,,Hayır,2,
17.000TL,nş gayri̇menkul di̇lekten yeni̇mahallede esyali ki̇rali̇k 1+1 dai̇re,45 M2,1+1,5,3.Kat,Kombi Doğalgaz,Eşyalı,50 M2,5-10,,Hayır,,
10.500TL,"umut,dan i̇lkadim ki̇rali̇k atasam hast karsi̇ arasi",170 M2,4+1,11,10.Kat,Merkezi Doğalgaz,,190 M2,5-10,500 TL,Hayır,,
14.000TL,kahveci̇oğlu emlak'tan büyükcami̇i̇ mah.ki̇ralik gi̇ri̇ş kat 2+1 dai̇re,110 M2,2+1,5,1.Kat,Kombi Doğalgaz,,120 M2,16-20,,Hayır,,
11.000TL,"alan emlak; seyri samsun sit, güvenlikli, havuzlu, manzaralı",155 M2,3+1,16,2.Kat,Kombi Doğalgaz,Boş,185 M2,5-10,,Evet,,
12.500TL,derebahçede bulvara cephe ki̇ralik 3+1 dai̇re,120 M2,3+1,5,3.Kat,Kombi Doğalgaz,Boş,130 M2,0 (Yeni),,Hayır,,
7.000TLarrow_downward%7,ki̇ralik 3+1 deni̇zmanzarali ebeveyn banyolu 135 m2 atakum küçükkolpinar da,135 M2,3+1,6,3.Kat,Kombi Doğalgaz,Boş,145 M2,5-10,150 TL,Hayır,2,
7.500TLarrow_downward%6,köprü grup'tan ki̇ralik tramvaya cephe 2+1 dai̇re,115 M2,2+1,4,3.Kat,Kombi Doğalgaz,Boş,130 M2,21 Ve Üzeri,,Hayır,,
9.000TL,köprü grup'tan aboneli̇kleri̇ dahi̇l sifir eşyali 2+1 dai̇re,110 M2,2+1,5,Çatı Katı,Kombi Doğalgaz,Eşyalı,120 M2,3,,Hayır,,
24.000TL,gençbay emlak'tan hançerli̇ mah 4.kat 3+1 masrafsiz temi̇z ki̇ralik dai̇re,130 M2,3+1,4,4.Kat,Kombi Doğalgaz,Boş,145 M2,21 Ve Üzeri,50 TL,Hayır,,
7.500TL,ki̇ng li̇fe sui̇t 1+1 kendi̇ evi̇ni̇zde hi̇ssedeceksi̇ni̇z atakum,55 M2,1+1,6,4.Kat,Kombi Doğalgaz,,60 M2,5-10,,Evet,,
20.500TL,samsun i̇lkadim zafer mahallesi̇nde doğalgazli asansörlü mükemmel konumda 2+1 ki̇ralik dai̇re,125 M2,2.5+1,4,3.Kat,Kombi Doğalgaz,Boş,135 M2,16-20,,Hayır,,
15.000TL,"bahçeli̇evler'de, 90 m2, 2+1, balkonlu, asansörlü eşyali dai̇re",90 M2,2+1,9,3.Kat,Kombi Doğalgaz,Eşyalı,95 M2,21 Ve Üzeri,,Hayır,,
14.000TL,atakumda lüks deni̇z manzarali eşyali 1+1,45 M2,1+1,5,4.Kat,Kombi Doğalgaz,Eşyalı,55 M2,0 (Yeni),,Hayır,,
11.500TL,nş gayri̇menkul hülya'dan 2 +1 ki̇rali̇k dai̇re,100 M2,2+1,5,Yüksek Giriş,Kombi Doğalgaz,Eşyalı,110 M2,11-15,,Hayır,,
22.500TL,ns gayri̇menkul di̇lekten yeni̇mahallede ki̇rali̇k 1+1 dai̇re,45 M2,1+1,5,3.Kat,Kombi Doğalgaz,Boş,50 M2,1,,Hayır,,
8.500TL,ns gayri̇menkul di̇lekten esyali geni̇ş 1+1 ki̇rali̇k dai̇re,50 M2,1+1,5,3.Kat,Kombi Doğalgaz,Eşyalı,60 M2,0 (Yeni),,Hayır,,
500TLarrow_downward%9,samsun atakum esenevlerde doğalgazli temi̇z masrafsiz 2+1 ki̇ralik dai̇re,100 M2,2+1,4,Düz Giriş (Zemin),Kombi Doğalgaz,Boş,110 M2,3,,Hayır,,
8.250TL,samsun atatepe'de deni̇z manzarali ara kat lüx 3+1 ki̇ralik dai̇re,150 M2,3+1,6,1.Kat,Kombi Doğalgaz,,160 M2,0 (Yeni),,Hayır,,
7.500TLarrow_downward%17,i̇stanbul emlak'tan fevzi̇ çakmak mh 2+1 ki̇ralik dai̇re,100 M2,2+1,5,2.Kat,Kombi Doğalgaz,Boş,110 M2,16-20,,Hayır,1,
12.000TL,ulaşima yakin ki̇ralik geni̇ş ferah 2+1,115 M2,2+1,4,3.Kat,Kombi Doğalgaz,Boş,125 M2,16-20,,Hayır,,
12.000TL,atakumun en merkezi yeri türkişde kiralık daire,110 M2,3+1,4,4.Kat,Kombi Doğalgaz,,130 M2,16-20,,Hayır,,
8.500TL,beş yildiz emlaktan eşyali 1+1 dai̇re,55 M2,1+1,6,3.Kat,Kombi Doğalgaz,,60 M2,2,,Evet,,
10.000TL,samsun i̇lkadim kadikoy mah esyali ki̇ralik dai̇re,100 M2,2+1,2,Yüksek Giriş,Kombi Doğalgaz,,120 M2,16-20,,Hayır,,
10.250TLarrow_downward%7,atakum körfez deniz manzaralı tramvaya cephe kiralık 1+1,50 M2,1+1,4,3.Kat,Kombi Doğalgaz,Boş,60 M2,5-10,,Hayır,,
15.000TL,1+1 kiralık daire merkezikonumda,60 M2,1+1,6,2.Kat,Kombi Doğalgaz,Boş,65 M2,0 (Yeni),,Hayır,,
8.000TL,körfez alaçati mari̇na evleri̇nde eşyali ki̇ralik 1+1 dai̇re,65 M2,1+1,3,Düz Giriş (Zemin),Kombi Doğalgaz,Eşyalı,70 M2,3,,Hayır,,
14.000TL,kahveci̇oğlu emlak'tan çi̇lhane mah.ki̇ralik 1+1 dai̇re,50 M2,1+1,2,1.Kat,Kombi Doğalgaz,,60 M2,21 Ve Üzeri,,Hayır,,
14.000TL,samsun atakum körfezde uygun fi̇yatli eşyali 1+1 ki̇ralik dai̇re,45 M2,1+1,5,Düz Giriş (Zemin),Kombi Doğalgaz,Eşyalı,55 M2,2,,Hayır,,
9.000TL,beş yildiz emlaktan 2+1 dai̇re,70 M2,2+1,8,6.Kat,Kombi Doğalgaz,,80 M2,5-10,,Evet,,
7.000TLarrow_downward%13,ki̇ralik/yeni̇mahalle anayola cephe 3+1 175 m2 deni̇z manzarali,175 M2,3+1,8,7.Kat,Kombi Doğalgaz,Boş,187 M2,11-15,,Hayır,,
8.500TLarrow_downward%6,king life süi̇t atakum günlük ki̇ralik dai̇re 1+1 dai̇reler evi̇ni̇zdeki̇ rahatlik,55 M2,1+1,6,4.Kat,Kombi Doğalgaz,,60 M2,11-15,,Hayır,,
7.000TL,*yayla gyd'den bahcelievlerde kiralik 2+1 daire,90 M2,2+1,3,1.Kat,Kombi Doğalgaz,Boş,105 M2,21 Ve Üzeri,,Hayır,,
15.500TL,samsun atakum körfezde asansörlü balkonlu doğalgazli 1+1 ki̇ralik sifir dai̇re,50 M2,1+1,4,1.Kat,Kombi Doğalgaz,Boş,60 M2,0 (Yeni),,Hayır,,
6.000TL,kw: türki̇ş 3+1 ki̇ralik dai̇re,145 M2,3+1,5,4.Kat,Kombi Doğalgaz,,160 M2,16-20,200 TL,Hayır,,
8.000TL,keller wi̇lli̇ams: 2+1 eşyali ki̇ralik atakum türki̇ş,86 M2,2+1,5,5.Kat,Kombi Doğalgaz,,100 M2,16-20,,Hayır,,
11.000TL,furkan emlak’tan selahi̇ye mahallesi̇nde 2+1 9 yillik ki̇ralik bahçe kati firsat dai̇re,95 M2,2+1,6,Bahçe Katı,Kombi Doğalgaz,,100 M2,5-10,0 TL,Hayır,,
25.000TL,atakent yeni̇mahalle'de ki̇ralik 3+1 dai̇re,120 M2,3+1,6,5.Kat,Kombi Doğalgaz,Boş,130 M2,5-10,,Hayır,,
350TLarrow_downward%13,fati̇h sayir dan kiralik geni̇s 3+1 daire,150 M2,3+1,15,5.Kat,Merkezi (Pay Ölçer),Boş,165 M2,5-10,,Evet,,
8.500TL,toraman gym'den tramvayla cağaloğlu arasinda 3+1 ki̇ralik dai̇re,135 M2,3+1,3,3.Kat,Kombi Doğalgaz,Boş,145 M2,5-10,,Hayır,,
7.300TL,evi̇m-nur'dan sai̇tbey mh 2+1 i̇çi̇ full yapili ki̇ralik dai̇re,80 M2,2+1,5,Düz Giriş (Zemin),Kombi Doğalgaz,Boş,85 M2,21 Ve Üzeri,,Hayır,,
16.000TL,korkmaz emlaktan bafra beşyolda cadde üstünde full eşyali ki̇ralik dai̇re,90 M2,2+1,5,1.Kat,Doğalgaz Sobalı,Eşyalı,100 M2,21 Ve Üzeri,,Hayır,1,
12.000TL,çamlicadan b.oyumcada yerden isitmali ki̇ralik sifir 1+1 dai̇re,55 M2,1+1,5,1.Kat,Yerden Isıtma,,65 M2,0 (Yeni),,Hayır,,
5.500TL,uygun dan samsun atakum esenevler mah. ki̇ralik tramvaya 5 dk.gi̇ri̇ş bahçe kati 2+1 merkezi̇ konumda,90 M2,2+1,4,Düz Giriş (Zemin),Kombi Doğalgaz,Boş,100 M2,5-10,50 TL,Hayır,,20 M2
17.000TL,doğan emlak group ‘tan kadi̇köy mh 3+1 ki̇ralik full eşyali dai̇re,120 M2,3+1,4,2.Kat,Kombi Doğalgaz,Eşyalı,130 M2,11-15,,Hayır,1,
10.500TL,atakum yeni̇mahalle i̇hlas evleri̇ si̇tesi̇nde ki̇ralik 3+1 dai̇re,125 M2,3+1,9,Düz Giriş (Zemin),Kombi Doğalgaz,Boş,135 M2,5-10,,Evet,,
17.000TL,güzel sanatlar karşisi deni̇z manzarali eşyali 3+1,135 M2,3+1,6,5.Kat,Kombi Doğalgaz,,150 M2,16-20,0 TL,Hayır,1,
7.500TL,ki̇ng li̇fe sui̇t 1+1 kendi̇ evi̇ni̇zde hi̇ssedeceksi̇ni̇z atakum tranwaya cephe,55 M2,1+1,6,6.Kat,Kombi Doğalgaz,,60 M2,5-10,,Hayır,,
8.000TL,ki̇ng li̇fe sui̇t 1+1 kendi̇ evi̇ni̇zde hi̇ssedeceksi̇ni̇z atakum tranwaya cephe,55 M2,1+1,6,6.Kat,Kombi Doğalgaz,,60 M2,5-10,,Hayır,,
8.000TL,king life süi̇t atakum günlük ki̇ralik dai̇re 1+1 dai̇reler evi̇ni̇zdeki̇ rahatlik,55 M2,1+1,6,5.Kat,Kombi Doğalgaz,,60 M2,5-10,,Hayır,,
7.500TL,samsun atakum guzelyalı mahallesinde kiralık deniz manzaralı 2+1,80 M2,2+1,5,4.Kat,Kombi Doğalgaz,Eşyalı,100 M2,0 (Yeni),,Hayır,,
11.000TLarrow_downward%8,samsun i̇lkadim merkezi̇ lokasyonda ki̇ralik 2+1 dai̇re,75 M2,2+1,4,3.Kat,Kombi Doğalgaz,Boş,85 M2,16-20,,Hayır,,
12.500TL,ki̇ng li̇fe sui̇t 1+1 kendi̇ evi̇ni̇zde hi̇ssedeceksi̇ni̇z,55 M2,1+1,6,6.Kat,Kombi Doğalgaz,,60 M2,4,,Evet,,
15.000TL,ki̇ng li̇fe sui̇t 1+1 kendi̇ evi̇ni̇zde hi̇ssedeceksi̇ni̇z atakum tranwaya cephe,55 M2,1+1,6,5.Kat,Kombi Doğalgaz,,60 M2,5-10,,Evet,,
399TL,ki̇ng li̇fe sui̇t 1+1 kendi̇ evi̇ni̇zde hi̇ssedeceksi̇ni̇z atakum tranwaya cephe,55 M2,1+1,6,4.Kat,Kombi Doğalgaz,,60 M2,11-15,,Evet,,
400TL,king life süi̇t atakum günlük ki̇ralik dai̇re 1+1 dai̇reler evi̇ni̇zdeki̇ rahatlik,55 M2,1+1,6,6.Kat,Kombi Doğalgaz,,60 M2,5-10,,Evet,,
400TL,gülhan gayri̇menkul'den si̇te i̇çeri̇si̇nde ki̇ralik 2+1 dai̇re,105 M2,2+1,10,7.Kat,Merkezi Doğalgaz,,120 M2,5-10,,Evet,,
19.250TL,hedef ten rektörlük tramvayi karşisinda full eşyali 1+1 dai̇re,55 M2,1+1,6,3.Kat,Kombi Doğalgaz,Eşyalı,65 M2,4,,Hayır,,
8.500TL,hedef ten ömürevleri̇ tramvay yaninda full eşyali 1+1 lüks dai̇re,50 M2,1+1,5,2.Kat,Kombi Doğalgaz,Eşyalı,60 M2,5-10,,Hayır,,
500TL,hedef ten yeni̇mallede full eşyali aboneli̇kleri̇ açik 1+1 dai̇re,50 M2,1+1,6,4.Kat,Kombi Doğalgaz,Eşyalı,60 M2,4,,Hayır,,
600TL,hedef ten peli̇tköy tramvay duraği yaninda full eşyali 1+1 dai̇re,55 M2,1+1,4,3.Kat,Kombi Doğalgaz,Eşyalı,65 M2,4,,Hayır,,
400TL,hedef ten atakent atalar rezi̇dans ta full eşyali lüks yeni̇ 2+1,80 M2,2+1,11,9.Kat,Merkezi (Pay Ölçer),Eşyalı,85 M2,5-10,,Evet,,
300TL,hedef ten rektörlük tramvayi karşisinda full eşyali ki̇ralik 1+1,55 M2,1+1,6,1.Kat,Kombi Doğalgaz,Eşyalı,60 M2,4,,Evet,,
12.000TLarrow_downward%8,hedef ten merkez gazi̇ cd. si̇nde full eşyali sifir 2+1 ve 100 m2,90 M2,2+1,4,2.Kat,Kombi Doğalgaz,Eşyalı,100 M2,16-20,,Hayır,,
9.500TL,hedef ten rektörlük tramvayi karşisinda full eşyali 1+1 dai̇re,55 M2,1+1,7,4.Kat,Kombi Doğalgaz,Eşyalı,60 M2,4,,Evet,,
11.000TL,hedef ten körfez tramvay i̇stasyonu altinda full eşyali yeni̇ 2+1,75 M2,2+1,5,2.Kat,Kombi Doğalgaz,Eşyalı,85 M2,2,,Hayır,,
9.000TL,hedef ten peli̇tköy travamvayi altinda deni̇z manzaral ki̇ralik 1+1,55 M2,1+1,7,5.Kat,Kombi Doğalgaz,Eşyalı,60 M2,4,,Hayır,,
11.000TL,hedef ten rektörlük tramvayi karşisinda full eşyali ki̇ralik 1+1,55 M2,1+1,6,1.Kat,Kombi Doğalgaz,Eşyalı,60 M2,4,,Evet,,
15.000TL,hedef ten merkez gazi̇ cd. si̇nde full eşyali sifir 2+1 ve 100 m2,90 M2,2+1,4,2.Kat,Kombi Doğalgaz,Eşyalı,100 M2,16-20,,Hayır,,
9.000TL,hedef ten atakent sahi̇l deni̇ze yürüme çok yakin full eşyali 1+1,50 M2,1+1,5,3.Kat,Kombi Doğalgaz,Eşyalı,60 M2,4,,Hayır,,
12.500TL,hedef ten peli̇tköy tramvay yakini sifir eşyali lüks ki̇ralik 1+1,60 M2,1+1,5,2.Kat,Kombi Doğalgaz,Eşyalı,68 M2,0 (Yeni),,Hayır,,
9.500TL,hedef ten atakent cağaloğlunda 1+1 ve 68 m2 sifir ki̇ralik dai̇re,60 M2,1+1,5,4.Kat,Kombi Doğalgaz,Boş,68 M2,0 (Yeni),,Hayır,,
13.500TL,hedef ten atakent sahi̇l de full eşyali dubleks 2+1 ki̇ralik dai̇re,75 M2,2+1,4,4.Kat,Kombi Doğalgaz,Eşyalı,85 M2,4,,Hayır,,
10.000TL,hedef ten peli̇tköy tramvay yakini sifir eşyali lüks ki̇ralik 1+1,60 M2,1+1,5,2.Kat,Kombi Doğalgaz,Eşyalı,68 M2,0 (Yeni),,Hayır,,
9.000TL,hedef ten cumhuri̇yet mh. süper konum da yeni̇ eşyali lüks 1+1,54 M2,1+1,5,5.Kat,Kombi Doğalgaz,Eşyalı,55 M2,0 (Yeni),,Hayır,,
12.500TL,hedef ten cumhuri̇yet mh. süper konum da yeni̇ eşyali lüks 1+1,54 M2,1+1,5,5.Kat,Kombi Doğalgaz,Eşyalı,55 M2,0 (Yeni),,Hayır,,
11.000TL,hedef ten üni̇versi̇te tramvay karşi full deni̇z manzara ve eşyali,50 M2,1+1,9,8.Kat,Kombi Doğalgaz,Eşyalı,60 M2,4,,Hayır,,
12.500TL,hedef ten yeni̇ mh.de cağaloğlu üstü full eşyali 1+1 ve 60 m2,60 M2,1+1,7,1.Kat,Kombi Doğalgaz,Eşyalı,65 M2,3,,Hayır,,
8.500TL,hedef ten kurupeli̇t tramvay önü full eşyali lüks 1+1 ve 65 m2,55 M2,1+1,5,2.Kat,Kombi Doğalgaz,Eşyalı,65 M2,3,,Hayır,,
18.000TL,hedef ten atakent sahi̇l de dubleks ki̇ralik full eşyali 2+1,75 M2,2+1,4,4.Kat,Kombi Doğalgaz,Eşyalı,85 M2,3,,Hayır,,
10.000TL,hedef ten yeni̇ mh.tramvay i̇stasyon karşisi full eşyali yeni̇ 1+1,50 M2,1+1,7,5.Kat,Kombi Doğalgaz,Eşyalı,60 M2,3,,Hayır,,
12.500TL,cağaloğlu'nun bir sokak üstü 30 m2 dükkan,30 M2,1 Oda,6,Düz Giriş (Zemin),Isıtma Yok,,40 M2,4,0 TL,Hayır,,
9.500TL,ki̇ng li̇fe sui̇t 1+1 kendi̇ evi̇ni̇zde hi̇ssedeceksi̇ni̇z atakum tranwaya cephe,55 M2,1+1,6,6.Kat,Kombi Doğalgaz,,60 M2,5-10,,Hayır,,
11.000TL,ki̇ng li̇fe sui̇t 1+1 kendi̇ evi̇ni̇zde hi̇ssedeceksi̇ni̇z atakum,55 M2,1+1,6,6.Kat,Kombi Doğalgaz,,60 M2,11-15,,Hayır,,
12.000TL,samsun terme cay nahallesi̇nde kocaman cadedi̇nde luks dai̇re ki̇rali̇kdi̇r,130 M2,3+1,5,5.Kat,Kombi Doğalgaz,,145 M2,11-15,,Hayır,,
18.000TL,king life süi̇t atakum günlük ki̇ralik dai̇re 1+1 dai̇reler evi̇ni̇zdeki̇ rahatlik,55 M2,1+1,6,6.Kat,Kombi Doğalgaz,,60 M2,5-10,,Hayır,,
11.000TL,i̇stanbulemlaktan devren ki̇ralik dükkan,18 M2,2+1,5,Düz Giriş (Zemin),Isıtma Yok,Eşyalı,20 M2,16-20,,Hayır,,
7.500TL,kahveci̇oğlu emlak'tan bahçeler mahallesi̇ 3+1 ki̇ralik dai̇re,115 M2,3+1,4,2.Kat,Kombi Doğalgaz,,125 M2,3,,Hayır,,
300TL,ki̇ng li̇fe sui̇t 1+1 kendi̇ evi̇ni̇zde hi̇ssedeceksi̇ni̇z atakum,55 M2,1+1,6,6.Kat,Kombi Doğalgaz,,60 M2,5-10,,Hayır,,
300TL,ki̇ng li̇fe sui̇t 1+1 kendi̇ evi̇ni̇zde hi̇ssedeceksi̇ni̇z atakum,55 M2,1+1,6,6.Kat,Kombi Doğalgaz,,60 M2,5-10,,Evet,,
13.000TL,ki̇ng li̇fe sui̇t 1+1 kendi̇ evi̇ni̇zde hi̇ssedeceksi̇ni̇z,55 M2,1+1,6,6.Kat,Kombi Doğalgaz,,60 M2,11-15,,Hayır,,
400TL,samsun atakum yeni̇mahallede aboneli̇kleri̇ açik ful eşyali deni̇z manzarali 1+1 ki̇ralik dai̇re,50 M2,1+1,5,4.Kat,Kombi Doğalgaz,Eşyalı,60 M2,4,,Hayır,,
300.000TL,ki̇ng li̇fe sui̇t 1+1 kendi̇ evi̇ni̇zde hi̇ssedeceksi̇ni̇z atakum,55 M2,1+1,6,6.Kat,Kombi Doğalgaz,,60 M2,11-15,,Hayır,,
7.500TL,king life süi̇t atakum günlük ki̇ralik dai̇re 1+1 dai̇reler evi̇ni̇zdeki̇ rahatlik,55 M2,1+1,6,6.Kat,Kombi Doğalgaz,,60 M2,5-10,,Hayır,,
400TL,alan emlak; soğuksu bulvarinda tüm eşyalari yeni̇ 1+1 ki̇ralik,50 M2,1 Oda,5,4.Kat,Kombi Doğalgaz,,60 M2,1,,Hayır,,
550TL,"fati̇h sayir,dan sifir ki̇ralik 2+1",85 M2,2+1,3,1.Kat,Kombi Doğalgaz,,100 M2,0 (Yeni),,Hayır,,
450TL,keller wi̇lli̇ams dan atakum mi̇marsi̇nanda 2+1 asansörlü tramvay cepheli̇ ki̇ralik dai̇r,110 M2,2+1,4,3.Kat,Kombi Doğalgaz,,117 M2,21 Ve Üzeri,,Hayır,,
11.250TL,kahveci̇oğlu emlak'tan altinyurt si̇tesi̇ ki̇ralik 3+1 dai̇re,115 M2,3+1,5,3.Kat,Kombi Doğalgaz,,125 M2,21 Ve Üzeri,,Hayır,,
400TL,revi̇zyon mari̇na'dan atakum körfez'de eşyali ki̇ralik 1+1 dai̇re,50 M2,1+1,4,2.Kat,Kombi Doğalgaz,Eşyalı,60 M2,2,,Hayır,,
400TL,dai̇remi̇z kuraya veri̇ldi̇ i̇lgi̇njze tskler,95 M2,2+1,6,2.Kat,Kombi Doğalgaz,Boş,115 M2,16-20,50 TL,Hayır,1,
11.000TL,sahibinden 1+1 full deniz manzaralı kiralık daire,49 M2,1+1,6,6.Kat,Kombi Doğalgaz,Boş,56 M2,0 (Yeni),,Hayır,1,
13.500TL,keller wi̇lli̇ams dan atakum mi̇marsi̇nan da 3+1 tadi̇latli ki̇ralik dai̇re,145 M2,3+1,3,Kot 3 (-3).Kat,Kombi Doğalgaz,,160 M2,21 Ve Üzeri,,Hayır,,
17.500TL,dereköy havuzlu si̇tede 2+1 ki̇ralik dai̇re,75 M2,2+1,2,2.Kat,Kombi Doğalgaz,Boş,95 M2,1,,Evet,,
7.000TL,kiralık 2+1 daire karayolları esenevlerde deniz manzaralı,95 M2,2+1,8,1.Kat,Kombi Doğalgaz,Boş,110 M2,16-20,,Hayır,,
10.000TL,adnan akçay'dan 3+1 kiralık daire,145 M2,3+1,7,4.Kat,Kombi Doğalgaz,Boş,160 M2,5-10,,Hayır,,
8.000TL,fati̇h sayir dan yeni mah tranvaya yakin 1+1,50 M2,1+1,5,2.Kat,Kombi Doğalgaz,Boş,60 M2,5-10,,Hayır,,
8.000TL,fahri ünal'dan kiralik 1+1 daire,48 M2,1+1,4,1.Kat,Kombi Doğalgaz,Boş,55 M2,0 (Yeni),,Hayır,,
15.000TL,dereköy atavadi̇ evleri̇nde 2+1 kiralik dai̇re,75 M2,2+1,2,2.Kat,Kombi Doğalgaz,Boş,95 M2,1,,Evet,,
12.000TL,çamlicadan peli̇tköy tramvay durağina 5 dk ki̇ralik eşyali dai̇re,85 M2,2+1,6,3.Kat,Kombi Doğalgaz,,100 M2,4,,Hayır,,
12.000TL,i̇lkadim kadi̇fekale mahallesi̇nde ki̇ralik dai̇re,85 M2,2+1,5,Düz Giriş (Zemin),Kombi Doğalgaz,,90 M2,5-10,,Hayır,,
15.500TL,i̇lkadim unkapani mahallesi̇nde ki̇ralik dai̇re,90 M2,2+1,5,3.Kat,Kombi Doğalgaz,,98 M2,21 Ve Üzeri,,Hayır,1,
8.500TL,ki̇ng li̇fe sui̇t 1+1 kendi̇ evi̇ni̇zde hi̇ssedeceksi̇ni̇z,55 M2,1+1,6,6.Kat,Kombi Doğalgaz,,60 M2,5-10,,Hayır,,
8.500TL,revi̇zyondan atakent anayol altinda ki̇ralik eşyali 1+1 dai̇re,45 M2,1+1,3,Düz Giriş (Zemin),Kombi Doğalgaz,Eşyalı,50 M2,4,,Hayır,,
12.000TL,*yayla gyd'den eras sitesi̇ kiralik 3+1 daire (ai̇dat dahi̇l fi̇yt),140 M2,3+1,10,4.Kat,Merkezi Doğalgaz,Boş,155 M2,11-15,,Evet,,
15.000TL,ki̇ng li̇fe sui̇t 1+1 kendi̇ evi̇ni̇zde hi̇ssedeceksi̇ni̇z,55 M2,1+1,6,6.Kat,Kombi Doğalgaz,,60 M2,11-15,,Evet,,
6.000TLarrow_downward%8,"alan emlak; deniz manz. sıfır eşyalı, ara kat, 1+1 daire",55 M2,1+1,5,3.Kat,Kombi Doğalgaz,Eşyalı,60 M2,0 (Yeni),,Hayır,,
450TL,hi̇sar dan lokasyon konum da 1+1 eşyali dai̇re.,50 M2,1+1,5,3.Kat,Kombi Doğalgaz,Eşyalı,55 M2,4,,Hayır,,
13.500TL,üni̇versi̇te yakini deni̇z manzarali ki̇ralik 2+1 dai̇re,75 M2,2+1,4,2.Kat,Kombi Doğalgaz,Boş,85 M2,0 (Yeni),,Hayır,,
10.000TL,king life süi̇t atakum günlük ki̇ralik dai̇re 1+1 dai̇reler evi̇ni̇zdeki̇ rahatlik,55 M2,1+1,6,6.Kat,Kombi Doğalgaz,,60 M2,5-10,,Hayır,,
550TL,king life süi̇t atakum günlük ki̇ralik dai̇re 1+1 dai̇reler evi̇ni̇zdeki̇ rahatlik,55 M2,1+1,6,6.Kat,Kombi Doğalgaz,,60 M2,5-10,,Evet,,
